,calculate_degree_centrality
Dorothy Dodd,0.0012406947890818859
Freddy Cogar,0.0012406947890818859
Florence Harlow,0.0012406947890818859
Alice Kelley,0.0012406947890818859
Lisa Jones,0.0012406947890818859
Erasmo Waldal,0.0012406947890818859
Regina Thompson,0.0012406947890818859
Ronald Martin,0.0012406947890818859
Cecil Hoagland,0.0012406947890818859
Philip Rizzi,0.0012406947890818859
Peter Dahlke,0.0012406947890818859
William Johnson,0.0012406947890818859
Virginia Curtis,0.0012406947890818859
Markita Carwile,0.0012406947890818859
Michael Paquette,0.0012406947890818859
Dianna Dansie,0.0012406947890818859
Elizabeth Pince,0.0012406947890818859
William Santiago,0.0012406947890818859
Cornelia Jacob,0.0012406947890818859
David Prior,0.0012406947890818859
Michael Flores,0.0012406947890818859
Charlene Mccain,0.0012406947890818859
Elizabeth Bleich,0.0012406947890818859
Brandon Banks,0.0012406947890818859
Alma Bruce,0.0012406947890818859
Toni Goldman,0.0012406947890818859
Eduardo Shan,0.0012406947890818859
Caroline Bradham,0.0012406947890818859
Stephen Bonavia,0.0012406947890818859
Donnie Longo,0.0012406947890818859
John Christen,0.0012406947890818859
Laquita Parker,0.0012406947890818859
Mark Reed,0.0012406947890818859
Edna Mcclain,0.0012406947890818859
Terry Gaskin,0.0012406947890818859
Lee Noh,0.0012406947890818859
Amy Baker,0.0024813895781637717
Donald Flanagan,0.0012406947890818859
Rodolfo Hahn,0.0012406947890818859
Daniel Davis,0.0012406947890818859
Steve Reece,0.0012406947890818859
Vernon Douglass,0.0012406947890818859
Horace Velasquez,0.0012406947890818859
Mildred Cary,0.0012406947890818859
Lucille Evans,0.0024813895781637717
Alfredo Wallis,0.0012406947890818859
